sample_id,situation,dimension,bleu,rouge_1_f1,rouge_2_f1,rouge_l_f1,bertscore_f1,below_threshold,gold_appraisal,predicted_appraisal
63e51be37501e0245d559a51_20260301_163127_69a46903,"I went to my future baby's scan, hoping that everything would be great healthwise. I felt happy because everything is going smoothly. It was important to me that my partner felt fine emotionally too.",control,0.0,0.24,0.0,0.13333333333333333,0.8759672045707703,True,"To some extent we were not in control as we relied on medical staff, but we had control in the ability to see the medical staff in the first place.","I felt a mix of control and lack of control. While I couldn't control the baby's health directly, I could control my own reactions and support my partner emotionally. The scan itself was something I had to rely on the professionals to manage."
67a5c743b431ff0a1160ed28_20260227_152718_69a1b6be,"My mum is buying things for my sister, and not for me, because I earn more money. I just want to be treated fairly. I don't see why she should get money because she has two kids, and then still get to buy luxuries, whilst I have to save for my things. It leaves me feeling like I am expected to be more independent, and I don't matter because I don't have children. I just don't think I'm being treated fairly.",control,0.0,0.16666666666666666,0.03448275862068966,0.13333333333333333,0.8743000030517578,True,I wasn't in control at all; it's happening away from me because I don't live locally.,I do not feel in control of this situation. I cannot dictate how my mum spends her money or how she treats her children. I can only react to how things are and try to manage my own feelings about it.
6998a1adb8b4527a8d7ff3a2_20260307_194636_69ac7d0a,"It was my last working day at the company because I was switching jobs. I was taken by surprise when my team organized a farewell call in one of our conference rooms. Each member shared their memories of me, which was emotionally overwhelming. It was positive because I felt validated, but also negative because I didn't expect to feel such sadness—I even got teary at certain points. I was trying to maintain a balanced sentiment and not show too much emotion since no one before in the team had cried at farewells. I felt positive about the effort my team made, especially since I was one of the shorter-serving members. But I also felt confused, wondering if switching jobs for financial reasons was enough to justify leaving a team I really enjoyed working with. I realized that even though I thought I had surface-level connections with most of my team, I subconsciously developed a liking for them. This was my first job where I worked in an office instead of from home, and I discovered that I truly value human connections.",certainty,0.0,0.28571428571428575,0.038834951456310676,0.13333333333333333,0.8644140362739563,True,"The situation itself was unexpected, but once it started, it was pretty standard as it's expected to get a gift and farewell slide show. However, the part where they all talked about their memories with me was out of the blue definitely.","Things did not go as I expected. I was taken by surprise when my team organized a farewell call in one of our conference rooms. I didn't expect to feel such sadness, and I was surprised by the emotional impact of the farewell. It was a novel experience for me, as no one before in the team had cried at farewells."
65c017a404cde4687fdad22e_20260220_233909_6998ee71,"My wife of 29 years recently passed away from Stage 1 small cell lung cancer. Now, I'm going through the house and sorting her things to give to family, friends, and charity. I'm focusing on her clothing and jewelry, making sure they go to people she loved and cherished during her lifetime. Doing this has finally given me a sense of relief, as I'm glad to be doing something other than grieving and being depressed all the time.",control,0.0,0.21153846153846154,0.0,0.13461538461538464,0.8563089370727539,True,"Yes, I am in control to a certain point. I sometimes breakdown and cry but force myself to think of the good times we had together to take my mind off things until I'm ready to start again.","I felt a mix of control and lack of control. In terms of sorting her belongings, I had control over the decisions of where her items would go. However, I had no control over her illness or the fact that she had passed away. This duality of control was both empowering and frustrating, as I could manage the practical aspects but not the emotional ones."
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",congruence,0.0,0.20224719101123595,0.04597701149425287,0.1348314606741573,0.8685353994369507,True,It didn't hurt. It was quite affordable but it was stressful in parts. The travel wasn't ideal and it was quite rushed. But overall it helped us achieve our goals.,"The trip helped us by allowing us to travel somewhere new, see new places, and cover a new area of the country. It helped our children learn and grow by giving them time to play, relax, and see something interesting. It also contributed to making family memories, which is important for our family's overall well-being."
6169ea2f9163a46bf5f356e2_20260306_150738_69aaeab5,"I saw some photos of my children when they were younger—babies—and it made me feel sad that I won't get that time again. Back then, my amazing father was ill and later passed away, so I didn't appreciate those moments properly. I wanted to go back in time and feel like I did before everything became sad. Seeing those photos left me feeling sad for the loss of my father and guilty for not valuing the time with him and my children when they were younger. I didn't know what was going to happen, but it still doesn't stop me from feeling guilty and annoyed with myself for not immersing myself more in memory making. It's a lesson that I need to live more in the moment and take time to appreciate all of the good things I have going on, even though I know deep down I will never feel the same way again and will always have a deep sadness for my father.",certainty,0.0,0.24324324324324323,0.05555555555555555,0.13513513513513511,0.883994996547699,True,"Yes it was unexpected, I had expected to see the photos that triggered the memories.","Things did not go as I expected. I thought I would be able to move forward without feeling so much guilt and sadness, but seeing those photos brought up emotions I hadn't fully processed. It was unexpected how deeply it affected me, reminding me of the loss of my father and the time I missed with my children."
66718bbb61a1ad0225968d18_20260305_141912_69a98f79,"A positive experience that happened very recently was my wedding, last weekend. I got married to my now husband after being together for nine years. I wanted a small family, friend-focused day with all our closest loved ones. Initially, I felt a bit worried and fearful about being on show, but eventually, I felt very content. It was important for me to remain calm, stay happy, and remember to enjoy the moment.",certainty,0.0,0.13559322033898305,0.03508771929824561,0.13559322033898305,0.8570351004600525,True,Things went pretty much as expected as you can be; no amount of planning is ever fully perfect or spot on.,"Things went better than I expected. Initially, I felt worried and fearful about being on show, but eventually, I felt very content. The day unfolded in a way that allowed me to remain calm and enjoy the moment."
5dfb6c4d19232d899d182cda_20260219_230958_699794ef,"I was watching my great grandson drawing. I just wanted him to continue and not react to me watching him, allowing him to be his natural four-year-old self. The whole situation left me feeling warm, happy, and content. I was appreciating that he won't stay so young, innocent, and natural for long.",control,0.0,0.23728813559322035,0.0,0.13559322033898308,0.8778072595596313,True,"No. I wasn’t controlling nothing or anyone. That felt great, as I usually have to organise everything.","I felt a sense of gentle control because I chose to observe quietly without interfering. However, I also recognized that I couldn't control his actions or the passage of time. It was a balance of being present and letting go."
6631dd70c1393b01137d8453_20260228_163013_69a31305,"I was informed that I had received a promotion at work, which meant I would be working my last week at the store I was currently at. I was trying to improve my standing in the organization with this promotion, and I needed positive reinforcement from my employees and peers. Overall, I felt positive about the promotion, but it was also bittersweet because I had grown close to a lot of the employees at my old location, and I will miss them. It was important to me to receive validation from my former employees that they enjoyed working with me and felt I did a good job.",accountability,0.0,0.13636363636363638,0.0,0.13636363636363638,0.855029821395874,True,"Myself, my employees, my peers, my supervisors.","I felt that both myself and the organization were most responsible for this situation. My hard work and dedication led to the promotion, while the organization's decision to move me reflected their recognition of my contributions."
673d2104b265ff9ce425c9c4_20260226_162143_69a0713f,"This was when my sister got engaged to her long-distance friend. I really wanted her to be happy getting married to her friend and not feel like she was marrying a stranger. I felt emotional about the whole thing because I've been encouraging her and advising her to stay hopeful. She had been feeling like she was getting old and worried about not being able to get married, so this engagement was a big change for her.",certainty,0.0,0.1643835616438356,0.0,0.136986301369863,0.8645715117454529,True,"It went as expected, she accepted the proposal and other wedding arrangements will be made as follows.","Things went better than I expected. My sister had been feeling like she was getting old and worried about not being able to get married, so this engagement was a big change for her. It was unexpected that she would get engaged to her long-distance friend, but it turned out to be a positive development."
5ff07b5ee7a1d23e719e421e_20260227_145116_69a1ad7e,"I went and sat with my baby brother, who is 64, while he had his chemo treatment. I'm very sad that he has to go through this, and it doesn't look like his chances are very good, but he's a fighter. I sat with him for 2 hours, and he and all the other chemo patients in the room were talking and having a good time joking about their situation. It was uplifting, but also sad. I was trying to give him moral support. It left me feeling sad for all the people that have to go through this type of thing. It also made me feel glad that I could be there for him, especially since his wife died a few years ago and I didn't want him to be alone. Just being there to support him was important to me.",certainty,0.0,0.17241379310344826,0.03571428571428572,0.13793103448275862,0.8695400953292847,True,"Yes, things went smooth and he did okay. He was quick sick afterwards and remains very tired.","Things went as expected in terms of the treatment process, but the emotional impact was more than I anticipated. The fact that he and others were joking about their situation was uplifting, but it also highlighted the sadness of the situation."
65c017a404cde4687fdad22e_20260220_233909_6998ee71,"My wife of 29 years recently passed away from Stage 1 small cell lung cancer. Now, I'm going through the house and sorting her things to give to family, friends, and charity. I'm focusing on her clothing and jewelry, making sure they go to people she loved and cherished during her lifetime. Doing this has finally given me a sense of relief, as I'm glad to be doing something other than grieving and being depressed all the time.",certainty,0.0,0.27586206896551724,0.0,0.13793103448275862,0.8568003177642822,True,"Yes, for the most part. I sorted her things and found some items I thought we had parted ways with years ago. She placed them in the storage boxes instead. She was sort of a packrat.","Things went as I expected in terms of the process of sorting and distributing her belongings. However, the emotional weight of the situation was heavier than I anticipated. The clarity and certainty of the task itself were as expected, but the emotional impact was more profound than I had prepared for."
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",relevance,0.0,0.19444444444444445,0.0,0.13888888888888887,0.8728005886077881,True,This happened on Tuesday last week and it really matters as she was bullied at her previous school so I understand going back will be a challenge.,The event mattered a great deal to me because it involved my daughter's return to high school after being homeschooled for six months. It was important to her social needs and her desire to be part of a school community with friends and sports.
66718bbb61a1ad0225968d18_20260305_141912_69a98f79,"A positive experience that happened very recently was my wedding, last weekend. I got married to my now husband after being together for nine years. I wanted a small family, friend-focused day with all our closest loved ones. Initially, I felt a bit worried and fearful about being on show, but eventually, I felt very content. It was important for me to remain calm, stay happy, and remember to enjoy the moment.",congruence,0.0,0.24999999999999994,0.0,0.13888888888888892,0.8742926120758057,True,"The experience helped remind me that I'm loved, I'm capable, and a good enough person for someone to put their full trust into.","The situation helped me by allowing me to celebrate a major life event with loved ones. It hurt me initially due to fears of being on show, but these feelings subsided as the day progressed. Overall, it was a positive experience that reinforced my happiness and contentment."
5fdbae0584b3a90525410347_20260302_161620_69a5b646,"I had a fantastic day on Saturday. The weather was nice, so I decided to get out of the house and run some errands. I needed to pick up a few groceries and drop off some recycling. Everyone I met was friendly and happy, which made the experience even better. I came home feeling happy and content, having accomplished everything without feeling anxious.",congruence,0.0,0.13953488372093023,0.04878048780487805,0.13953488372093023,0.8862053751945496,True,The experience helped me realize that everything is not always difficult.,"The situation helped me by allowing me to maintain a sense of normalcy and productivity. It didn't hurt me in any way; instead, it left me feeling accomplished and at ease."
65c6762ea86de7fbe4ac9406_20260224_173803_699dde61,"Scenario: Last week was Lunar New Year, and I found myself contemplating whether I should reach out to my parents. Ultimately, I decided against it, primarily due to a lack of motivation. Living in America provided me with a convenient reason not to make contact since Lunar New Year isn't widely celebrated here. The tension stemmed from my complicated relationship with my parents. I maintain communication with them mainly out of a sense of duty and obligation. The day went by without any contact from either side, leaving me with mixed emotions. I was uncertain about reaching out. My feelings towards my parents aren't positive, yet I experience guilt when I feel I'm not fulfilling my role as a daughter. I didn't have any specific needs or desires; I just wished these complex emotions didn't cause me anxiety. The situation left me feeling uncomfortable, guilty, disappointed, and resentful. I'm questioning whether there's anything left to salvage in my relationship with my parents. Not reaching out makes me wonder if perhaps there isn't.",control,0.0,0.28,0.04081632653061224,0.14,0.8728829026222229,True,"No, not really. I was wondering the entire time if my parents would reach out, which they didn't. I felt like I had no control over that. If they reached out, I would feel bad that I didn't. I get a shot of anxiety every time my parents contact me, and I don't have control over that.","I felt partially in control because I could choose whether to reach out or not. However, the emotional weight of the situation made it difficult to feel fully in control, as the guilt and anxiety lingered regardless of my decision."
6169ea2f9163a46bf5f356e2_20260306_150738_69aaeab5,"I saw some photos of my children when they were younger—babies—and it made me feel sad that I won't get that time again. Back then, my amazing father was ill and later passed away, so I didn't appreciate those moments properly. I wanted to go back in time and feel like I did before everything became sad. Seeing those photos left me feeling sad for the loss of my father and guilty for not valuing the time with him and my children when they were younger. I didn't know what was going to happen, but it still doesn't stop me from feeling guilty and annoyed with myself for not immersing myself more in memory making. It's a lesson that I need to live more in the moment and take time to appreciate all of the good things I have going on, even though I know deep down I will never feel the same way again and will always have a deep sadness for my father.",relevance,0.0,0.17543859649122806,0.05357142857142857,0.14035087719298245,0.8652016520500183,True,It matters greatly to me. My family are the most important thing to me in the world.,"The event mattered a lot to me because it reminded me of the precious time I had with my children when they were younger, which I now realize I didn't fully appreciate. It also brought up the sadness of losing my father, who was ill during that time, and the guilt of not valuing the moments we shared. This matters deeply to me because it highlights a lesson I need to learn: to live more in the moment and cherish the good things in my life, even though I know I can't change the past."
66a426bcd6c66d59e395617b_20260302_155945_69a5b18a,"A close family member, my cousin, passed away, and I was unable to attend the funeral because I was sick. I really wanted to be there, but my illness kept me from going. Not being able to attend made me feel guilty, like I should have gone anyways despite being sick, and I felt selfish for not being there.",relevance,0.0,0.2456140350877193,0.03636363636363636,0.14035087719298245,0.8800831437110901,True,It happened 2 weeks ago and it mattered to me a great deal.,"The event mattered a lot to me because it involved a close family member, my cousin, passing away. It was significant due to the loss and the desire to be present for the funeral, which is a meaningful ritual for grieving and supporting family."
665c738a0fa99b0a682780f2_20260305_225050_69aa0631,"My 20-year-old cat broke her tooth and has been in a lot of pain while we wait for our veterinarian appointment. I really needed her not to be in pain and to start eating and drinking again. I've had to force feed her for the last two days. It feels like I'm the one with a broken tooth because I love my cat so much, and it hurts me when she's in pain. It's all I can think about. On top of that, my wife hasn't been supportive and suggested putting the cat down instead of fixing its tooth. I've known this cat longer than I've known my wife.",certainty,0.0,0.28235294117647064,0.07228915662650602,0.14117647058823532,0.8688621520996094,True,"I was hoping the vet would have an appointment immediately, but instead we have to wait 2 days for an appointment. I was expecting her to be able to go in sooner.","Things did not go as I expected. I anticipated that my cat would be able to eat and drink normally, but instead, she has been in pain and unable to do so. The situation has been more challenging than I anticipated, especially with the added stress of my wife's lack of support."
57fa9d61bd8a970001fde2c6_20260301_180805_69a47e3e,"My friend was talking about the anniversary of the death of her husband, who was also my friend. It was nice to recall good memories rather than dwelling on their actual death. There was a slight feeling of sadness that they were no longer here, but it was also uplifting to reminisce and share our feelings. It was important to me that my friend felt comfortable talking about it with me.",certainty,0.0,0.14285714285714285,0.0,0.14285714285714285,0.8735355138778687,True,I was surprised at how comfortable my friend was discussing her memories without getting upset.,"Things went as expected. It was a moment of reflection and remembrance, and it was nice to recall good memories rather than dwelling on their actual death."
5b51c33d026602000178b5ec_20260228_144002_69a2fa65,"My daughter was accepted back into high school this week after being homeschooled for approximately six months. We tried to get her into the school of her choice because she was missing the social aspect of friends and sports, and we finally received our offer this week. I was elated and nervous for her, with my emotions being up and down. It was definitely what she wants.",accountability,0.0,0.21428571428571427,0.0,0.14285714285714288,0.8706889748573303,True,Both equally I had to think about what was best for her in this situation and also take into consideration what she wanted.,My daughter's desire to return to school and our efforts to facilitate that were most responsible for this outcome. The school's decision to accept her application also played a key role.
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",relevance,0.0,0.26016260162601623,0.03305785123966942,0.14634146341463414,0.8656641244888306,True,It matters a great deal but I am also aware that it is a luxury. Holidays aren't a given and they do cost money and require effort. Without doing this we would function fine and fill our time and purpose another way. But it still matters a lot to us as a family.,"The event mattered a lot to me because it was a short family holiday that allowed us to travel somewhere new, see new places, and cover a new area of the country. It was important for making family memories and helping our children learn and grow. The trip contributed to my family's overall life goals by providing a nice, good value holiday that was busy but overall relaxing."
673d2104b265ff9ce425c9c4_20260226_162143_69a0713f,"This was when my sister got engaged to her long-distance friend. I really wanted her to be happy getting married to her friend and not feel like she was marrying a stranger. I felt emotional about the whole thing because I've been encouraging her and advising her to stay hopeful. She had been feeling like she was getting old and worried about not being able to get married, so this engagement was a big change for her.",accountability,0.0,0.3235294117647059,0.06060606060606061,0.14705882352941177,0.8778060078620911,True,I felt the spouse was responsible for taking a long time to make up his mind to settle down and get married.,"My sister and her long-distance friend were most responsible for this situation. They took the steps to get engaged, and my role was more about supporting and encouraging them through the process. I felt that I was just there to provide emotional support and advice."
577a0a7aadbc7500015d2479_20260306_185456_69ab207b,"I finished my most recent university assignment, proofread it, and handed it in early. I'm doing a BSc in Public Health and Wellbeing with the Open University, and I was trying to achieve handing in a completed assignment. To do this, I needed peace and quiet. Once I had handed in my assignment early, I felt very good and treated myself to a new TV since my current one has been broken for a bit. I felt good that I managed to hand it in, rather than go over it every day for days. One thing that has stuck with me is something a lecturer said: you get 80% of the mark in 20% of the time, and 20% of the mark in the other 80%, so I try to remember that. I felt I relied on myself well. On a previous degree, we were encouraged to get friends to proofread it for you, but my current university discourages this.",relevance,0.0,0.29508196721311475,0.05,0.14754098360655737,0.8651921153068542,True,"It is very important to me that I succeed with this course. 16 years ago I started a DPhil at Oxford, but had to drop out because of my health. Because of this, I am lacking in confidence about studying, but doing my BSc is helping me become more confident.","The event mattered a lot to me because it was a significant milestone in my BSc in Public Health and Wellbeing program at the Open University. Handing in the assignment early was important to me as it allowed me to avoid the stress of last-minute submissions and gave me a sense of accomplishment. It also mattered because I needed peace and quiet to focus, which is not always easy to find."
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",certainty,0.0,0.14814814814814814,0.038461538461538464,0.14814814814814814,0.8910474181175232,True,It did go as expected. It was fairly textbook overall.,"Things went as expected. We were looking for a nice, good value holiday that was busy but overall relaxing, and that's exactly what we got. The village was pretty, with a castle and nice pubs and restaurants, which added to the positive experience."
66a426bcd6c66d59e395617b_20260302_155945_69a5b18a,"A close family member, my cousin, passed away, and I was unable to attend the funeral because I was sick. I really wanted to be there, but my illness kept me from going. Not being able to attend made me feel guilty, like I should have gone anyways despite being sick, and I felt selfish for not being there.",accountability,0.0,0.14814814814814814,0.0,0.14814814814814814,0.8709017634391785,True,Me being sick.,"I felt that my illness was most responsible for all of this, as it was beyond my control and kept me from being there."
655fb104e3d55d460e274ddf_20260228_215919_69a362e2,"One of my roommates ate my food, and this time it was my entire box of Quaker oatmeal. I wanted to take that particular food to work because it's easy to just heat up and go. I was upset and ended up being hangry since I didn't have money to buy food. I have a lot of roommates, and I was frustrated because they could have just asked for some instead of stealing.",control,0.0,0.18518518518518517,0.0,0.14814814814814817,0.8510547876358032,True,No because they stole it likely when I wasn’t home so idk which one didn’t.,"I felt no control in this situation because I couldn't stop my roommate from taking my food, and I had no say in the matter once it happened. I was left to deal with the consequences."
5d959fdf9cf6ab001982afee_20260228_192404_69a33d3d,"I went on a short family holiday to a really nice place in the country. It was a small village that was pretty, with a castle and nice pubs and restaurants. The trip went well, and it was good family time. We love to travel, so we were looking to achieve a few things: travel somewhere new, see some new places, and cover a new area of the country. We wanted to make some family memories and help our children learn and grow. I was aiming for a nice, good value holiday that was busy but overall relaxing. I felt fine overall after the trip and am keen to do more, go somewhere else, and spend similar time as a family again. It was a positive experience and it contributes to my family's overall life goals. Value is important to me, as I like to remain frugal. Food and drink are also important to us, but mainly, it's crucial that our children are fulfilled, meaning they get time to play, relax, and see something interesting.",control,0.0,0.275,0.02564102564102564,0.15,0.8666371703147888,True,We're always in control. Even if it feels like we're not. Nothing bad happened here so we were able to control the narrative and the pace somewhat.,"I felt in control because we planned the trip to ensure it was a good value holiday that was busy but overall relaxing. We chose a small village that was pretty, with a castle and nice pubs and restaurants, which gave us the control to enjoy the experience as we wanted."
60e25008f1ecf0be303353bb_20260228_165505_69a31c2f,My first son moved out of the house and into his own place. I'm really excited for him because it's a great opportunity for growth. I'm feeling proud of him. I also need to make sure his mom and my other son are okay with the change and adapt well.,accountability,0.0,0.2,0.0,0.15,0.8640806674957275,True,"Nobody is responsible, just a part of life and growth.","My son is most responsible for this change, as it is his decision to move out and pursue his own path. I and his mom are supportive of this choice."
600a878fa6fbbf1ba60bea36_20260307_160805_69ac4a7f,"My father had collapsed and was taken to the hospital to be checked out. I was really anxious because I didn't know what had happened or how serious his condition was. I was comforted by my boyfriend, who was very understanding of the situation and how I was feeling. I wanted to get some news from the hospital on my father's condition, but initially, I couldn't get through to other family members to find out more. It was important to me to ensure the other members of the family were OK too, especially my Mum.",congruence,0.0,0.27848101265822783,0.05194805194805195,0.1518987341772152,0.884929895401001,True,"I found out that night how much my boyfriend cared for me. He completely understood how I would be feeling in that situation and helped to comfort me. So although the situation was very stressful for me, my boyfriend was brilliant.","The situation hurt me by causing anxiety and worry about my father's health and the well-being of other family members. It helped me by having my boyfriend's support, which provided comfort during a stressful time."
577a0a7aadbc7500015d2479_20260306_185456_69ab207b,"I finished my most recent university assignment, proofread it, and handed it in early. I'm doing a BSc in Public Health and Wellbeing with the Open University, and I was trying to achieve handing in a completed assignment. To do this, I needed peace and quiet. Once I had handed in my assignment early, I felt very good and treated myself to a new TV since my current one has been broken for a bit. I felt good that I managed to hand it in, rather than go over it every day for days. One thing that has stuck with me is something a lecturer said: you get 80% of the mark in 20% of the time, and 20% of the mark in the other 80%, so I try to remember that. I felt I relied on myself well. On a previous degree, we were encouraged to get friends to proofread it for you, but my current university discourages this.",congruence,0.0,0.19047619047619047,0.058252427184466014,0.15238095238095237,0.8637219667434692,True,"Handing the assignment in early was a significant step in rebuilding my confidence in my academic abilities, as was handing in one that I was 99% happy with.","The situation helped me by allowing me to complete a significant task without the pressure of a looming deadline. It boosted my confidence and gave me a sense of control over my studies. It also allowed me to treat myself to a new TV, which was a nice reward for my hard work. However, it also highlighted the challenges of balancing study with other responsibilities, as I needed to find the right time and space to focus."
5cfebb94eafc4d001a62cbc9_20260221_200507_699a0ef8,My young son fell and cut his head. I immediately wanted to provide first aid to make sure he was okay and check that it wasn't a serious injury. The situation left me feeling guilty and worried.,relevance,0.0,0.2692307692307692,0.04,0.15384615384615383,0.8922231197357178,True,It was extremely important as it was the welfare of my child.,"The event mattered a great deal to me because it involved my young son, and I immediately wanted to ensure he was okay and that the injury wasn't serious. It was an urgent concern for me as a parent."
663b34f2cf27da2a623b94f9_20260227_153742_69a1b5ea,"It was my granddaughter's 18th birthday last Sunday, and we had a precelebration at my house on Friday. Then, on Sunday, we all met up in Exeter for an Escape Room experience and a meal. I wanted to enjoy the celebration with my whole family, especially with my granddaughter. My family is very important to me, and we don't meet up enough, so I was really hoping for a drama-free gathering, which usually isn't the case when we all get together. This time, it left me feeling really good and appreciative of the special connection we have. I wanted my family to appreciate me, and I certainly think they do. My granddaughter asked me to voice record a special message for her to be inserted in a bear that I had given her 16 years ago, which was being revamped at the shop called Build a Bear. I felt special that she asked me to do that.",congruence,0.0,0.24615384615384617,0.031746031746031744,0.15384615384615383,0.8703281283378601,True,"It helped me enormously, showing me that we could be the family I aspired to—loving, happy, and caring about each other.","The situation helped me by allowing me to spend quality time with my family and granddaughter, strengthening our bond. It also made me feel appreciated, as my granddaughter asked me to voice record a special message for her, which was a touching gesture."
67883d53705991d641bb1743_20260307_193358_69ac7a95,"I was in my room, singing and enjoying some privacy and comfort, when my mom suddenly came in. I thought my door was still locked, so seeing her standing there in the doorway scared me almost to death. My body reacted nervously, and I felt my stomach tighten and then tear from my diaphragm down into my bladder. It left me in dire pain, and I couldn't sleep all night because my stomach kept filling up with pain and gas. My mom totally hurt me and ruined my day.",certainty,0.09186672262412118,0.1923076923076923,0.12000000000000001,0.15384615384615383,0.8832431435585022,True,It was completely unexpected and uncalled for. My mother turned it all around on me to make me feel worse than she already made me.,"Things did not go as I expected. I thought my door was locked, so seeing my mom standing there in the doorway was completely unexpected and terrifying."
5eb0598b718c920e386736cd_20260305_204627_69a9e9e4,"Scenario: I recently received a pay raise at my job. I felt the urge to share the news with someone because it made me happy. The raise brought a sense of relief, especially with the rising costs of living, as it will be a significant help. However, it also made me feel like I need to demonstrate my value even more at work.",congruence,0.0,0.19230769230769232,0.0,0.15384615384615385,0.8904410004615784,True,The situation helped us by allowing us to keep afloat with the finances and have a little extra left.,"The raise helped me by providing more financial stability and reducing stress related to money. It also motivated me to continue performing well at work, as I felt my efforts were being acknowledged."
66718bbb61a1ad0225968d18_20260305_141912_69a98f79,"A positive experience that happened very recently was my wedding, last weekend. I got married to my now husband after being together for nine years. I wanted a small family, friend-focused day with all our closest loved ones. Initially, I felt a bit worried and fearful about being on show, but eventually, I felt very content. It was important for me to remain calm, stay happy, and remember to enjoy the moment.",accountability,0.0,0.1923076923076923,0.07999999999999999,0.15384615384615385,0.8500832319259644,True,"I was half responsible for pretty much everything that happened, didn't happen, or went right/wrong.",I felt that I was most responsible for managing my emotions and ensuring I remained calm and happy. My husband and close family also played a significant role in creating a supportive and joyful atmosphere.
669677d986a5a20026bbf20e_20260228_134651_69a2ef80,"My daughter, who has had her struggles with mental health, made me feel very proud this week. She managed the demands of her new job while also looking after her boyfriend, who is ill. I was just observing how proud I was of her development. I felt very proud of her and wanted to convey this to her without being patronizing. It's important that she knows how proud I am of her, especially since she often feels her brother is 'more impressive.'",relevance,0.0,0.23076923076923078,0.07894736842105264,0.15384615384615385,0.888700008392334,True,It mattered to me a great deal as I always seize the opportunity to try to build her confidence.,"The event mattered a great deal to me because it showed my daughter's growth and resilience. She has had struggles with mental health, and seeing her manage the demands of her new job while also caring for her ill boyfriend was a significant milestone. It reinforced my belief in her capabilities and gave me hope for her future."
5dceca2541afe801a32e27ac_20260223_201647_699cb17d,"I have a close personal friend who I've known for over 25 years, and she has a granddaughter with some mental issues. I've known the granddaughter her entire life. Recently, the granddaughter has been living with my friend for a few months while she looks for a job and a place of her own. At first, they were getting along well, but now there's a lot of tension between them, and my friend wants to talk to me about it constantly. No matter what I say or recommend, it doesn't seem to please her. I'm at a point where I really don't want to talk to my friend about this situation anymore, but I don't know how to tell her. I keep suggesting that she seek counseling for her granddaughter and encourage her to move out. I don't want to be disloyal, but my friend insists on leaving things the way they are. It's very important to me that the granddaughter gets help with her mental issues, and I also want my friend to not be constantly stressed out because she has health issues of her own.",congruence,0.0,0.19999999999999998,0.022727272727272728,0.15555555555555556,0.8684686422348022,True,It hurts me to see two people that I care about in this turmoil constantly and nothing is being resolved.,"The situation hurts me because I don't want to be disloyal to my friend, but I also don't want her to be constantly stressed out. It's a conflict between wanting to support my friend and wanting to ensure the granddaughter gets the help she needs. The situation is leaving me feeling helpless and frustrated because I can't seem to find a solution that satisfies both parties."
